OPEID6,INSTNM,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,GRAD_DEBT_MDN10YR,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P7,SD_EARN_WNE_P8,SD_EARN_WNE_P9,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P7,COUNT_NWNE_P8,COUNT_NWNE_P9,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P7,COUNT_WNE_P8,COUNT_WNE_P9,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
3329,Pennsylvania State University-Main Campus,1,3,0.64875903645901,1087.0,0.0296,0.0132,0.0072,0.0026,0.0874,0.0,0.0517,0.0,0.0515,0.1469,0.0,0.0158,0.0239,0.0,0.0102,0.0012,0.0,0.0547,0.0151,0.0,0.013999999999999999,0.0436,0.0061,0.0,0.0329,0.0033,0.0401,0.0377,0.0,0.0779,0.0,0.0,0.0,0.0,0.0258,0.0516,0.1441,0.012,24891.0,9902.0,0.7490000000000001,0.1768,31625.0,0.8484,0.9236,0.077,26750,,21.681565495,78099.196326,41900,,48500,,55300,38600,43500,48500,26900,,33600,,39700,1399,,1547,,1879,20915,,19712,,20873,0.5363,0.4637
3329,Pennsylvania State University-Penn State Greater Allegheny,1,3,0.64875903645901,1087.0,0.0,0.0,0.0,0.0,0.1132,0.0,0.1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3962,0.0,8544.0,7391.0,0.527,0.5024,24415.0,0.4556,0.7098,0.077,26750,,21.681565495,78099.196326,41900,,48500,,55300,38600,43500,48500,26900,,33600,,39700,1399,,1547,,1879,20915,,19712,,20873,0.5425,0.4575
3329,Pennsylvania State University-Penn State Mont Alto,1,2,0.64875903645901,1087.0,0.0,0.0699,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0108,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6613,0.086,0.0,7317.0,7251.0,0.5922,0.3888,25553.0,0.5199,0.7361,0.077,26750,,21.681565495,78099.196326,41900,,48500,,55300,38600,43500,48500,26900,,33600,,39700,1399,,1547,,1879,20915,,19712,,20873,0.3897,0.6103
3329,Pennsylvania State University-Penn State Abington,1,3,0.64875903645901,1087.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0556,0.0,0.0451,0.0,0.0,0.0,0.0,0.0,0.0451,0.0712,0.0,0.0208,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.1458,0.0972,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.0885,0.2795,0.0469,5393.0,7591.0,0.4708,0.4156,19611.0,0.4803,0.7689,0.077,26750,,21.681565495,78099.196326,41900,,48500,,55300,38600,43500,48500,26900,,33600,,39700,1399,,1547,,1879,20915,,19712,,20873,0.4968,0.5032
3329,Pennsylvania State University-Penn State Schuylkill,1,3,0.64875903645901,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0874,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1845,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.1262,0.0,7959.0,7728.0,0.6,0.5283,24227.0,0.4277,0.7079,0.077,26750,,21.681565495,78099.196326,41900,,48500,,55300,38600,43500,48500,26900,,33600,,39700,1399,,1547,,1879,20915,,19712,,20873,0.3869,0.6131
3329,Pennsylvania State University-Penn State York,1,3,0.64875903645901,1087.0,0.0,0.0,0.0,0.0,0.068,0.0,0.2245,0.0,0.0544,0.0544,0.0748,0.0,0.1361,0.0,0.034,0.0476,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2721,0.0,7920.0,7670.0,0.52,0.3143,19761.0,0.4954,0.7624,0.077,26750,,21.681565495,78099.196326,41900,,48500,,55300,38600,43500,48500,26900,,33600,,39700,1399,,1547,,1879,20915,,19712,,20873,0.5801,0.4199
22895,Pace Institute,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1531,0.0,0.0,0.0,0.0612,0.0,0.0,0.0612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4388,0.2857,0.0,9550.0,,,0.8645,14409.0,,,0.386,12826,,26.121212121,13071.257576,21100,,26400,,26100,19600,24400,24800,14500,,15500,,18900,53,,42,,83,218,,148,,258,0.2154,0.7846
3309,Peirce College,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1605,0.0,0.0,0.0,0.0,0.0,0.0,0.2093,0.0,0.0628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.5581,0.0,14860.0,6679.0,1.0,0.5409,19700.0,0.2222,0.625,0.142,36496,,30.318711446,25429.464016,40800,,43900,,51800,38400,40900,46500,27600,,34500,,34500,126,,123,,115,700,,719,,590,0.2759,0.7241
4902,Penn Commercial Business/Technical School,2,1,0.9524,,0.0,0.0,0.0,0.0,0.0,0.0,0.0604,0.0,0.0,0.0,0.0604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,0.1342,0.0,0.0,0.0,0.5772,0.0805,0.0,3352.0,2000.0,0.65,0.7853,28652.0,,,0.16,12667,,25.845041322,28977.198347,24800,,25000,,32500,22100,21100,27900,19400,,20300,,26700,101,,119,,96,404,,451,,319,0.3121,0.6879
9449,Pennco Tech-Bristol,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605,0.6326,0.0,0.0,0.0,0.107,0.0,0.0,14136.0,4676.0,0.6585,0.6855,,,,0.19,9500,,27.104238259,28245.662085,30000,,35200,,36000,27200,32600,33200,22600,,25500,,25100,137,,168,,122,590,,647,,546,0.9123,0.0877
21193,Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5436.0,,,0.519,,,,0.282,9500,,23.570469799,30903.033557,14600,,17400,,18100,12200,17400,14300,10200,,11000,,13900,34,,40,,46,104,,113,,137,0.0536,0.9464
21073,Pennsylvania Academy of the Fine Arts,1,3,0.8406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19049.0,5781.0,0.2754,0.4123,43656.0,0.6757,1.0,0.083,26766,,23.370786517,70647.505618,17200,,25500,,22000,13800,19700,15200,12800,,21000,,20800,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,77,,63,,64,0.4091,0.5909
23306,Pennsylvania Gunsmith School,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6899.0,,,0.3739,,,,0.059000000000000004,PrivacySuppressed,,26.897058824,43178.161765,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,1.0,0.0
25748,Pennsylvania Institute of Taxidermy Inc,3,1,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16827.0,,,0.36,,,,0.19,PrivacySuppressed,,25.363636364,45752.454545,PrivacySuppressed,,36000,,PrivacySuppressed,PrivacySuppressed,37400,PrivacySuppressed,PrivacySuppressed,,20100,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,51,,PrivacySuppressed,0.8333,0.1667
37663,Cortiva Institute-King of Prussia,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8757.0,,,0.4189,,,,0.124,6861,,28.922374429,33631.109589,24500,,31400,,PrivacySuppressed,22300,25400,PrivacySuppressed,19900,,24200,,PrivacySuppressed,PrivacySuppressed,,28,,PrivacySuppressed,104,,67,,PrivacySuppressed,0.2411,0.7589
22699,Pennsylvania College of Art and Design,1,3,0.3614,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20739.0,3751.0,0.125,0.3918,28860.0,0.5424,0.7581,0.127,27000,,21.194029851,69450.410448,24600,,27000,,28700,22100,24800,23900,14900,,16500,,22400,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,96,,130,,117,0.3108,0.6892
3378,University of Pennsylvania,1,3,0.1224,1442.0,0.0,0.0049,0.0098,0.0077,0.0277,0.0,0.0281,0.0,0.0,0.0976,0.0,0.0239,0.0,0.0,0.0355,0.0035,0.0,0.0899,0.0165,0.0,0.0249,0.0,0.0418,0.0,0.0165,0.0,0.027000000000000003,0.0,0.0021,0.1657,0.0,0.0,0.0,0.0,0.0249,0.0909,0.2162,0.0449,36792.0,15460.0,0.7278,0.1417,59600.0,0.9569,0.9778,0.013000000000000001,14935,,22.670058588,71329.658649,89000,,107300,,123600,67500,74200,82400,82300,,115000,,138500,224,,265,,294,2400,,2857,,2732,0.4893,0.5107
3354,Jefferson (Philadelphia University + Thomas Jefferson University),1,3,0.6408,1062.0,0.0,0.0,0.1672,0.0,0.0328,0.0,0.0075,0.0,0.0,0.0224,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0119,0.0,0.0,0.0104,0.0,0.0,0.0,0.003,0.0,0.0522,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.2075,0.1701,0.3045,0.0,19202.0,7818.0,1.0,0.3026,46451.0,0.5827,0.7458,0.038,27000,,22.953938585,74713.586782,42100,,47300,,51400,40400,43900,49100,26300,,28100,,30800,54,,63,,91,1024,,1170,,1017,0.3475,0.6525
3350,The University of the Arts,1,3,0.7539,1010.0,0.0,0.0,0.0,0.0,0.0181,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774,0.0,0.0,0.0,20199.0,6980.0,1.0,0.3185,52401.0,0.6378,0.8162,0.08800000000000001,27000,,20.186046512,82956.835095,25700,,32100,,34500,23300,27800,30800,17200,,38900,,25900,78,,82,,112,885,,892,,727,0.42200000000000004,0.578
3351,Cairn University-Langhorne,1,3,0.5131,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.7003,0.0,0.0,0.0,0.0,0.0,0.0945,0.0,0.0,0.0,0.0,0.0,0.0261,0.0,0.0586,0.0,10853.0,5653.0,0.5351,0.444,32509.0,0.6988,0.7482,0.051,25750,,22.295942721,67629.231504,31200,,34100,,37000,28200,30800,33500,21200,,23200,,27800,45,,66,,67,347,,395,,358,0.4667,0.5333
3352,Philadelphia College of Osteopathic Medicine,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32107.0,,,,,,,0.026000000000000002,3000,,27.955555556,3720.6083333,126500,,173600,,193800,111700,148900,177600,73700,,101100,,119500,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,187,,175,,214,,
3353,University of the Sciences,1,3,0.5635,1165.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1148,0.0,0.0,0.0,0.0221,0.0,0.0,0.0221,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8212,0.0,0.0,22447.0,8000.0,0.648,0.2632,49327.0,0.7181,0.8799,0.024,27000,,19.70379437,81555.212974,73400,,86200,,91100,68700,86100,91800,38700,,46500,,53600,30,,48,,56,662,,802,,848,0.3842,0.6158
3249,Community College of Philadelphia,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0045,0.0378,0.0084,0.0278,0.0075,0.0104,0.0015,0.0393,0.0169,0.0055,0.3658,0.0,0.0,0.001,0.0,0.0045,0.0,0.0,0.0,0.0244,0.0015,0.005,0.0572,0.087,0.0025,0.004,0.0084,0.0,0.0,0.0139,0.1506,0.1148,0.0,2117.0,6211.0,0.3876,0.6066,11539.0,,,0.174,10000,,25.556543669,21760.563778,27500,,32000,,35600,23900,27900,31100,21000,,24200,,27200,1370,,1497,,1675,5940,,6332,,6223,0.3796,0.6204
3379,University of Pittsburgh-Bradford,1,3,0.6088,1187.0,0.0,0.0,0.0,0.0,0.0627,0.0,0.0448,0.0,0.1015,0.0119,0.0358,0.0,0.0,0.0,0.0328,0.0149,0.0,0.0418,0.0119,0.0,0.0,0.0269,0.0,0.0,0.0328,0.0,0.0388,0.0866,0.0,0.1284,0.0,0.0,0.0,0.0,0.006,0.1761,0.1463,0.0,11148.0,7007.0,0.7778,0.4526,23732.0,0.5189,0.7,0.042,26000,,20.573864196,88370.879669,42000,,49700,,58000,37600,44200,50700,34400,,34700,,43700,456,,612,,529,7047,,8704,,6423,0.456,0.544
3379,University of Pittsburgh-Greensburg,1,3,0.6087874800914,1187.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.1288,0.0076,0.0,0.125,0.0227,0.0,0.0152,0.0,0.0,0.0,0.0644,0.0,0.2008,0.0682,0.0,0.053,0.0,0.0,0.0,0.0,0.0152,0.0,0.2652,0.0265,11828.0,6552.0,0.8,0.52,23343.0,0.5329,0.8299,0.042,26000,,20.573864196,88370.879669,42000,,49700,,58000,37600,44200,50700,34400,,34700,,43700,456,,612,,529,7047,,8704,,6423,0.5057,0.4943
3379,University of Pittsburgh-Johnstown,1,3,0.6087874800914,1187.0,0.0,0.0,0.0,0.0022,0.0022,0.0,0.0241,0.0,0.1225,0.0,0.1926,0.0,0.0,0.0,0.1094,0.0088,0.0,0.0832,0.0088,0.0,0.0022,0.0,0.0,0.0,0.0416,0.0,0.0591,0.0,0.0,0.0438,0.0,0.0,0.0,0.0,0.0044,0.0481,0.2188,0.0284,12242.0,6624.0,0.9116,0.3056,23709.0,0.5501,0.7461,0.042,26000,,20.573864196,88370.879669,42000,,49700,,58000,37600,44200,50700,34400,,34700,,43700,456,,612,,529,7047,,8704,,6423,0.546,0.45399999999999996
3379,University of Pittsburgh-Pittsburgh Campus,1,3,0.6087874800914,1187.0,0.0,0.0,0.0,0.0511,0.0178,0.0,0.0238,0.0,0.0088,0.1036,0.0,0.0298,0.0,0.0023,0.0895,0.0038,0.0,0.0644,0.0152,0.0,0.0477,0.0,0.0094,0.0,0.0263,0.0,0.073,0.0107,0.0118,0.0972,0.0,0.0,0.0,0.0,0.0216,0.1395,0.1248,0.0278,16043.0,9533.0,0.7478,0.1706,30410.0,0.8044,0.9087,0.042,26000,,20.573864196,88370.879669,42000,,49700,,58000,37600,44200,50700,34400,,34700,,43700,456,,612,,529,7047,,8704,,6423,0.4997,0.5003
3379,University of Pittsburgh-Titusville,2,2,0.6087874800914,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739,0.0,0.0,0.0,0.0,0.0652,0.0,0.0,0.0,0.0,0.0,0.0217,0.0,0.0,0.0652,0.0,0.0,0.0,0.0,0.0,0.5870000000000001,0.087,0.0,12051.0,5949.0,0.5909,0.5567,22596.0,,,0.042,26000,,20.573864196,88370.879669,42000,,49700,,58000,37600,44200,50700,34400,,34700,,43700,456,,612,,529,7047,,8704,,6423,0.3526,0.6474
11919,Beaver Falls Beauty Academy,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11161.0,,,0.6271,,,,0.086,8018.5,,24.651162791,25016.372093,PrivacySuppressed,,17500,,18600,PrivacySuppressed,14700,16700,PrivacySuppressed,,12600,,13500,PrivacySuppressed,,PrivacySuppressed,,40,PrivacySuppressed,,72,,67,0.0204,0.9796
5310,Pittsburgh Institute of Aeronautics,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.7169,0.0,0.0,0.0,0.0,14412.0,3408.0,,0.3395,26732.0,,,0.174,14498,,23.82718894,44341.108295,44400,,52700,,58200,42200,48900,53600,27400,,30400,,34700,PrivacySuppressed,,PrivacySuppressed,,28,204,,167,,219,0.9520000000000001,0.048
10814,Pittsburgh Institute of Mortuary Science Inc,2,2,0.7615,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7315.0,7971.0,,0.3667,,,,0.038,18651,,29.038461538,44269.868132,35600,,39400,,36700,32400,35600,37700,22800,,28600,,19800,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,116,,91,,82,0.4698,0.5302
7437,Pittsburgh Technical College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.3053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605,0.0,0.0,0.0,0.0658,0.0,0.0,0.0,0.2763,0.1171,0.0,9753.0,4696.0,0.6518,0.6868,27593.0,,,0.209,18041,,23.50927924,37853.121278,28300,,33500,,37200,25400,30100,33900,19800,,22900,,25000,243,,231,,237,1730,,1688,,1622,0.5731,0.4269
3356,Pittsburgh Theological Seminary,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2906.0,9135.0,1.0,,,,,0.06,PrivacySuppressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23013,Prism Career Institute-Upper Darby,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.1742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226,0.0323,0.0,18817.0,1656.0,0.5758,0.8316,40651.0,,,0.34700000000000003,14366,,26.894736842,9204.2686025,26200,,28200,,30400,24700,26400,30400,18600,,19300,,19700,71,,83,,94,240,,268,,280,0.1746,0.8254
3357,Point Park University,1,3,0.7393,997.0,0.0,0.0,0.0,0.0,0.10800000000000001,0.0,0.0454,0.0141,0.0751,0.0,0.0407,0.0,0.0,0.0031,0.0078,0.0078,0.0,0.0141,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.0,0.0438,0.1189,0.0,0.0141,0.0,0.0,0.0,0.0,0.2723,0.011000000000000001,0.2034,0.011000000000000001,17100.0,7853.0,0.2354,0.4194,36726.0,0.4978,0.7558,0.11199999999999999,27000,,23.686131387,59464.219499,31700,,36600,,40800,28800,33400,35800,21500,,26000,,32100,125,,145,,140,1451,,1423,,1364,0.4358,0.5642
11715,Joseph F McCloskey School of Nursing at Schuylkill Health,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4202.0,,,0.541,,,,0.068,23000,,25.866666667,49161.4,PrivacySuppressed,,54200,,PrivacySuppressed,PrivacySuppressed,57400,PrivacySuppressed,PrivacySuppressed,,18200,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,52,,PrivacySuppressed,0.1563,0.8438
8955,The Salon Professional Academy-Altoona,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7723.0,,,0.5345,,,,0.20199999999999999,PrivacySuppressed,,22.653846154,39897.711538,PrivacySuppressed,,PrivacySuppressed,,16400,PrivacySuppressed,PrivacySuppressed,14300,PrivacySuppressed,,PrivacySuppressed,,14000,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,50,0.0345,0.9655
10388,Reading Area Community College,2,2,,,0.0,0.0,0.0,0.0,0.0094,0.0,0.0258,0.0117,0.0375,0.0,0.0281,0.0,0.0117,0.0141,0.0,0.2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0023,0.0375,0.0468,0.0913,0.0164,0.0,0.0094,0.0,0.0,0.0,0.2623,0.1522,0.0,5298.0,7286.0,0.253,0.6032,14208.0,,,0.264,8545,,26.67021567,26010.172263,27100,,31300,,33200,24300,28600,30000,19900,,24100,,23100,352,,373,,337,1667,,1589,,1423,0.3625,0.6375
6565,Reading Hospital School of Health Sciences,2,1,0.281,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11807.0,,,0.3643,21912.0,,,0.039,15711.5,,27.536144578,51355.319277,49500,,53700,,56300,52900,56000,59200,22100,,24400,,24100,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,219,,163,,169,0.1526,0.8474
22734,Reconstructionist Rabbinical College,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19068.0,6683.0,0.3043,,,,,0.031,PrivacySuppressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,Reformed Presbyterian Theological Seminary,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5229.0,4846.0,,,,,,0.057999999999999996,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,,,,,,,,,,,,0.3333,0.6667
21928,The Restaurant School at Walnut Hill College,1,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1264,0.0,37282.0,5742.0,0.6667,0.5186,34280.0,0.5027,0.9451,0.155,14000,,22.160949868,59839.762533,28000,,32200,,37400,26700,31000,31800,16300,,19400,,27000,44,,70,,68,365,,429,,460,0.4614,0.5386
7781,Brightwood Career Institute-Broomall,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377,0.3195,0.0,0.0,0.0,0.5429,0.0,0.0,9188.0,4087.0,0.1154,0.2646,,,,0.267,9500,,28.539215686,20561.421569,21500,,24500,,32000,19300,21600,28100,15800,,19300,,25500,679,,654,,343,3074,,2602,,1305,0.4922,0.5078
3359,Robert Morris University,1,3,0.8051,1041.0,0.0,0.0081,0.0,0.0,0.0752,0.0,0.0134,0.0,0.0362,0.0523,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0362,0.0336,0.0,0.0134,0.0389,0.0,0.0,0.0,0.0,0.0483,0.0148,0.0,0.0336,0.0,0.0,0.0,0.0,0.0416,0.1168,0.4255,0.0,16370.0,9890.0,1.0,0.3466,38274.0,0.5587,0.8054,0.049,26875,,22.713604853,70568.835789,39100,,46100,,48900,37500,42900,44400,24000,,28200,,31600,95,,121,,142,1335,,1634,,1580,0.5438,0.4562
