6-digit OPE ID for institution,Admission rate for all campuses rolled up to the 6-digit OPE ID,Average SAT equivalent score of students admitted for all campuses rolled up to the 6-digit OPE ID,Proportion of faculty that is full-time,"First-time, full-time student retention rate at four-year institutions",The median debt for students who have completed,Average age of entry,Average family income in real 2015 dollars,Mean earnings of students working and not enrolled 6 years after entry,Mean earnings of students working and not enrolled 8 years after entry,Mean earnings of students working and not enrolled 10 years after entry,Nat Log Mean earnings of students working and not enrolled 10 years after entry,Average cost of attendance (academic year institutions),"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion)",,
3803,0.5696,1327,0.7552,0.9396,15700,19.5408971,119874.0475,33900,43100,56900,10.94905062,54865,0.8775,,
3806,0.4321,989,1,0.5761,29000,20.40625,62575.50647,38500,40100,45900,10.7342204,33057,0.4575,,
3809,0.4267,905,1,0.6012,18925,25.64317977,32796.60434,30100,29800,31800,10.36722157,14940,0.2365,,
3810,0.457,980,0.5327,0.6388,18653,22.67354458,44545.00442,27100,32600,33100,10.40728856,17146,0.3576,,
3811,0.5734,945,1,0.4953,23208,21.79343629,52204.21043,31500,33900,37500,10.53209621,32812,0.3833,,
3812,0.6649,965,0.9405,0.6117,21379,23.002746,48403.7135,29400,34100,37600,10.53475933,14710,0.3513,,
3813,0.7446,879,0.6216,0.6331,27000,21.93719212,41059.10591,27900,33800,34900,10.46024211,19910,0.3534,,
3815,0.7868,1022,0.7287,0.6856,21000,22.13901843,52129.31201,32200,35800,40200,10.60162227,16361,0.4438,,
3818,0.6905,991,0.6534,0.6625,19000,26.91075897,47956.82319,38100,42100,45200,10.71885237,32147,0.4568,,
3819,0.3639,971,0.2561,0.64,22200.5,21.82692308,60042.27308,26900,35200,36400,10.50232405,27759,0.3645,,
3822,0.8102,1007,0.4959,0.6841,21749.5,22.65895062,65234.31276,33000,38000,41500,10.63344871,14846,0.3792,,
3823,0.7122,984,1,0.677,22500,21.93293592,55910.5231,30500,35000,37900,10.54270639,18406,0.4148,,
3826,0.4478,942,0.6731,0.5176,22205,23.96611446,42164.47741,27300,29500,32700,10.39513036,13756,0.1868,,
3827,0.831149596,1060,0.7488,0.65115,22535.5,20.93664683,75731.7892,38000,44700,50600,10.83170686,15681.5,0.3884,,
3830,0.7696,1021,0.6742,0.651,25000,20.12653563,69672.18673,31400,41400,46600,10.74935582,38796,0.601,,
3831,0.6892,1023,0.6197,0.6716,27000,24.31728045,71447.44193,38100,45000,48100,10.78103746,34213,0.5375,,
3832,0.7887,950,0.4491,0.7173,31708,24.18869829,46995.86579,37700,38100,39100,10.57387775,30496,0.3852,,
3835,0.6769,1227,0.8175,0.9228,26110,19.64794816,84924.69762,31200,35700,45900,10.7342204,48236,0.7815,,
3837,0.8423,1027,0.2215,0.7099,26062.5,29.50112867,48612.28292,45800,50200,52500,10.86856845,37563,0.4162,,
3838,0.8114,1090,0.4036,0.7598,26931,20.80394737,82325.51974,37300,42300,44200,10.69648007,37963,0.5629,,
3839,0.7018,1105,1,0.7841,27000,20.90563565,87775.13499,36700,42700,48800,10.79548559,44910,0.6501,,
3842,0.6992,1049,1,0.7098,24490,25.08074753,65023.98202,39300,42700,46100,10.73856823,36660,0.5569,,
3848,0.7656,1050,0.5219,0.8176,25000,22.97299904,67183.91321,39800,41900,46000,10.73639668,35645,0.5662,,
3850,0.6,950,0.36,0.72,27934,25.53768844,48003.51256,35300,36500,39200,10.57643203,33274,0.3684,,
3854,0.6621,1007,0.179,0.6954,25689,27.95311237,50275.69846,36600,40000,44000,10.69194491,32706,0.5083,,
3861,0.7561,950,0.3616,0.682,27000,23.23781903,60370.37935,40300,41200,43500,10.68051622,33656,0.4887,,
3863,0.5745,1217,0.5544,0.9071,26950,19.80382072,116342.8009,53500,59500,67500,11.11988288,46649,0.7824,,
3868,0.6839,1244,0.5469,0.8285,27000,21.56630824,72932.02599,56500,60200,68900,11.14041146,43747,0.5582,,
3869,0.5397,957,0.8642,0.7158,29000,24.07373272,47369.04378,35400,39500,41700,10.63825641,33166,0.4118,,
3875,0.5907,1105,0.8814,0.6813,27000,20.76243094,64749.04144,26000,29800,34900,10.46024211,39123,0.5762,,
3884,0.7515,1130,0.7717,0.8627,27000,19.62686567,73637.36567,33300,40100,49200,10.8036489,40966,0.7405,,
3895,0.6792,1268,0.9369,0.9517,22332,20.32243685,97851.48427,47100,56300,64800,11.07906088,23718,0.8284,,
3896,0.8608,1030,0.8037,0.7007,24000,22.46040638,61215.87239,36600,41300,46100,10.73856823,21203,0.4141,,
3899,0.8476,1070,0.8221,0.7192,20962,24.10618893,59767.24691,34200,38300,41700,10.63825641,16878,0.464,,
3911,0.706,1090,0.4125,0.8092,26445,24.80036799,67721.96136,39400,43400,44300,10.69873996,32956,0.4681,,
3915,0.8927,1030,0.8174,0.7329,24097.5,21.87248862,72934.90544,38700,43000,47000,10.75790288,18192,0.5426,,
3917,0.7646,1110,0.8798,0.8228,22733.5,20.75,78762.48091,38400,43500,47900,10.77687078,18066,0.6693,,
3919,0.72,1130,0.9026,0.8656,22500,20.38789123,82695.88481,38500,45200,49500,10.80972795,17896,0.672,,
3920,0.8134,1030,0.8115,0.7522,23003,22.05993185,68261.02225,36200,40300,44100,10.69421506,16935,0.5351,,
3921,0.9647,1050,0.8802,0.7533,23512,20.92213229,71059.57605,39300,45500,49600,10.81174611,16824,0.5423,,
3923,0.8663,1030,0.7853,0.7196,24386,21.266028,70866.00811,34300,37800,44100,10.69421506,16682,0.5141,,
3924,0.8285,1070,0.8821,0.789,24500,21.25139925,66470.40065,32000,37600,41700,10.63825641,16427,0.5804,,
3925,0.8927,1010,0.8867,0.6565,23025,24.75174825,55325.68042,31900,35600,37700,10.53741537,16953,0.4111,,
3926,0.8468,1030,0.8546,0.7694,24396,20.99562972,74348.63568,35300,39500,44600,10.70548914,16107,0.5483,,
3932,0.9569,1123,0.9097,0.7394,16815,23.42554859,62971.41118,41500,46800,51400,10.84739345,17652,0.5409,,
3946,0.9782,807,1,0.6767,10569.5,22.6705998,30774.19666,28700,32900,34000,10.4341158,16261,0.2438,,
3948,0.8269,1061,1,0.6543,24000,23.8097166,61811.5749,28300,32300,38700,10.56359488,55809,0.2881,,
3954,0.4894,1175,0.9807,0.8711,17450,23.3442908,47874.25023,37600,43400,48900,10.79753268,19815,0.6724,,
3955,0.4808,1062,1,0.7003,16349,24.13005723,46520.96842,31300,36900,41200,10.62619354,18158,0.4232,,
3969,0.445479149,1266,0.9197,0.84395,20500,21.27443094,82835.5433,44700,51000,58200,10.97164063,23209.5,0.754,,
3981,0.4521,1105,0.733,0.848,25750,20.34560907,76105.35977,27600,34500,39100,10.57387775,19666,0.5968,,
3982,0.6825,1060,0.3981,0.7826,28000,20.30656934,62920.64964,29900,36600,39400,10.5815211,50146,0.5979,,
3985,0.4354,1037,0.6367,0.8056,29000,23.00848656,57070.93918,31600,36100,40200,10.60162227,35070,0.5336,,
3986,0.758,1069,0.3438,0.8509,25293.5,24.02704733,71425.59429,41700,48900,51100,10.84153978,45331,0.7033,,
3987,0.5565,931,0.3409,0.719,24241,22.92608696,59753.30725,34400,38100,44300,10.69873996,35493,0.4558,,
3988,0.5531,861,0.3755,0.6585,27000,22.50200267,63263.09947,37100,42100,44600,10.70548914,37314,0.5019,,
4069,0.6916,1004,0.92,0.691,19500,26.52961981,54908.59328,39600,40700,46000,10.73639668,21549,0.4369,,
4072,0.50932166,981,1,0.704733333,21500,25.9186305,55393.73677,44200,47800,50500,10.82972862,32643.33333,0.400733333,,
4508,0.7587,1073,0.6723,0.7521,20500,24.67681218,50220.11073,46200,58400,68200,11.13019984,18822,0.4129,,
4509,0.91,1068,0.5355,0.7137,19889,23.65646329,58258.47177,35200,40700,46400,10.74505474,16707,0.4598,,
4731,0.5992,962,0.3222,0.6853,26999,23.59486166,66978.49012,42600,53700,58900,10.98359637,27321,0.5356,,
4759,0.351,905,0.3626,0.7415,8500,23.5970503,24888.52094,33100,37800,43200,10.67359577,13967,0.2635,,
5015,0.7547,990,0.8293,0.7271,22851,22.41479915,55702.95899,30500,35500,41000,10.62132735,15218,0.3073,,
6399,0.7167,1070,0.5072,0.8286,25500,23.87671233,64483.16438,45400,46000,52600,10.8704714,26429,0.5556,,
6404,0.3333,1070,0.8226,0.7857,24688,26.15355805,58762.50375,44400,46700,49100,10.80161431,23987,0.68,,
6622,0.4106,963,0.5444,0.6111,23937,25.64236111,46959.41146,46900,53500,57400,10.95779958,31688,0.3974,,
6771,0.486,1010,1,0.7814,27000,21.6167147,74129.46542,36900,40000,46100,10.73856823,46095,0.5583,,
6791,0.3319,1082,0.3949,0.824,22628,21.15881419,70307.84648,29900,34200,40200,10.60162227,22381,0.5971,,
6941,0.5516,930,0.3958,0.5833,28250,24.38864629,50717.90393,34600,44400,41200,10.62619354,24499,0.3023,,
6951,0.6422,982,0.9656,0.661,22359.5,23.23721945,50112.8033,34700,37100,39300,10.5789798,20848,0.405,,
7022,0.2328,1020,0.4767,0.815,7789,26.30717762,23233.55596,35000,41400,45400,10.72326738,12957,0.3696,,
7032,0.7223,950,0.949,0.6263,15864.5,28.11497326,59773.69608,41500,41700,47400,10.76637751,32388,0.553,,
7085,0.6349,1071,0.4122,0.7276,25000,26.265625,55236.44531,38000,44200,46100,10.73856823,33321,0.6086,,
7109,0.5804,998,0.4412,0.7583,16663,23.07062019,45734.6306,34500,41000,46600,10.74935582,15888,0.3649,,
7113,0.6076,1045,0.2051,0.6809,23750,22.2367688,63572.81894,29600,32300,33500,10.41930072,34444,0.4737,,
7121,0.6693,1028,0.6,0.7021,17813,20.02419355,44830.37097,27500,33800,34300,10.44290063,24930,0.5934,,
7263,0.7231,1014,0.4667,0.6466,24625,20.39097744,74892.37594,31700,39100,43800,10.6873891,33660,0.4886,,
7273,0.2483,1225,0.4624,0.8762,11000,23.19279582,27638.55636,44800,52600,61800,11.03165864,15112,0.6687,,
7279,0.6411,1005,0.4071,0.6875,21165,23.91056423,48722.66207,41200,50100,51100,10.84153978,29762,0.3961,,
7466,0.7502,907,0.1065,0.7336,26000,20.50671551,72974.07937,41200,43200,50400,10.82774645,41111,0.4586,,
7468,0.7489,1020,0.1403,0.8293,27000,20.93816983,72856.43364,35000,40700,45700,10.72985358,48993,0.6459,,
7484,0.5953,850,0.2895,0.5597,27000,20.54619125,51599.79417,30600,35900,38900,10.56874953,40611,0.309,,
7540,0.6095,1001,0.24,0.6008,19288,24.57689178,55425.12856,30400,34300,38100,10.54796956,30542,0.4407,,
7544,0.9091,1026,1,0.5957,9810,21.33544304,42689.24051,25100,31500,32100,10.37661131,22543,0.6207,,
7893,0.498701371,1038,0.31575,0.6687,23250,22.60755814,70278.93895,33800,36200,39200,10.57643203,28305,0.6309,,
7993,0.6626,901,0.6512,0.7442,13752,23.01784519,37078.37921,37100,43700,48300,10.78518684,18061,0.3946,,
8155,0.9709,1081,0.7294,0.7409,17000,27.26427256,37453.77072,27800,32300,37000,10.51867319,21433,0.5687,,
8310,0.8371,970,0.9262,0.6321,19491,22.99915896,40260.51388,31900,34100,37900,10.54270639,16556,0.2705,,
8848,0.3378,908,0.3448,0.4923,22625,26.84411086,36894.46074,33500,40000,43700,10.68510338,28555,0.4275,,
8849,0.8412,1061,1,0.7335,24500,23.56233422,60743.0305,36800,41900,46300,10.74289724,37535,0.4667,,
8976,0.477,939,0.7957,0.7273,26236,26.9755102,32123.32908,33900,38000,41800,10.64065162,17487,0.2671,,
9058,0.9485,1144,0.4471,0.8504,23353,24.50949914,87366.15659,42600,47300,50100,10.82177629,42692,0.7136,,
9089,0.6814,1029,1,0.623,19250,24.68103448,49907.13362,30800,31100,35500,10.47728798,27560,0.6567,,
9226,0.5667,938,0.7782,0.6683,31000,20.95708583,41409.15519,30300,32700,36200,10.4968144,19965,0.4059,,
9275,0.467,1024,0.9887,0.6744,22750,22.92614527,56592.027,33100,35900,39700,10.58910647,14603,0.3792,,
9333,0.5977,1085,0.6066,0.7435,18000,25.75880597,48529.01493,36600,43300,47500,10.76848499,21385,0.4308,,
9344,0.5526,1096,0.9319,0.8665,21500,21.5233182,84519.21007,40900,47800,51400,10.84739345,27781,0.7283,,
9345,0.6211,1068,0.4911,0.868,20500,21.80528134,72130.43781,36000,41800,49100,10.80161431,26086,0.6549,,
9635,0.531,1096,0.9841,0.8354,15250,23.33648983,35595.88395,38500,43700,49900,10.81777628,18426,0.5161,,
9651,0.4785,892,0.6812,0.737,12725,21.73141725,30732.67823,36100,40100,45200,10.71885237,15272,0.4298,,
9741,0.5857,1262,0.7285,0.8811,18750,23.58600109,50002.53644,45300,51100,59000,10.98529272,22381,0.6291,,
9841,0.5343,1143,0.7889,0.8167,15750.5,23.56297229,49712.01291,37000,42400,47200,10.76214917,19415,0.4995,,
9862,0.6056,1110,0.7639,0.6857,26143.5,26.51619048,59447.50857,46700,45100,51600,10.85127695,22322,0.4839,,
9930,0.8401,1008,0.596,0.6639,12493,26.74755784,42808.95424,44300,47500,51000,10.83958091,14292,0.2688,,
9992,0.5873,930,1,0.6296,22250,24.13761468,42117.75229,25900,23500,29300,10.2853428,25300,0.5667,,
10098,0.7997,1104,0.5,0.8252,27636,20.43097643,59436.50505,63900,70700,55000,10.91508846,37379,0.5431,,
10115,0.7327,1050,0.7178,0.6437,22500,22.00986547,50618.09354,37500,42300,47900,10.77687078,18936,0.3,,
10149,0.3734,1235,0.5697,0.9174,26500,21.06245181,93986.85968,54200,70900,71700,11.18024603,58772,0.8043,,
10256,0.6057,1145,0.6335,0.7676,26200,19.93658537,92757.07561,33800,38500,42600,10.65960953,36805,0.5922,,
10266,0.4331,899,0.4528,0.4528,17430,22.09150327,46245.69935,30500,37100,39000,10.57131693,23637,0.5119,,
10395,0.4885,1228,0.4518,0.9021,21500,20.60629487,93123.63004,55100,59800,70200,11.15910359,56346,0.7502,,
11161,0.9258,960,0.6801,0.5733,20924.5,22.40150764,50684.77326,37500,43000,47000,10.75790288,17782,0.4021,,
11163,0.8203,1064,0.7743,0.664,17279.5,24.8494133,46416.74218,41000,45400,49100,10.80161431,19366,0.4412,,
11649,0.5412,1202,0.5352,0.9144,21500,20.40932401,103256.7879,51500,59700,65700,11.0928542,55432,0.7583,,
11678,0.4754,1053,0.4167,0.8384,17000,24.45048203,52665.92025,41700,48100,53200,10.88181368,19843,0.4778,,
12031,0.492,986,0.2844,0.6829,19500,28.296875,47129.26278,29000,34500,39500,10.58405595,37696,0.4125,,
12561,0.5509,894,1,0.6667,24250,20.74109264,66292.23991,25800,30500,39100,10.57387775,31557,0.3968,,
12580,0.9886,970,0.5143,0.8125,23890,26.17557252,38043.62595,27000,31200,29700,10.29890232,28581,0.25,,
20530,0.2165,1030,0.6333,0.6851,20000,32.40380818,40054.37543,33700,36800,39100,10.57387775,31344,0.5017,,
20653,0.7293,1094,0.6932,0.7344,24664,29.4200627,46896.11912,28600,29000,33900,10.43117029,40206,0.3768,,
20662,0.6659,1131,0.1993,0.8276,25000,22.25187617,70072.17355,38600,47000,52700,10.87237073,57202,0.6336,,
20705,0.9119,1020,0.3442,0.7633,20834,22.85382631,76634.00774,36300,42400,48300,10.78518684,41233,0.6256,,
20758,0.8667,1137,0.4058,0.9375,39500,23.40909091,45388.69697,42800,42900,46400,10.74505474,50373,0.5,,
21064,0.5816,1050,0.275,0.6,27000,22.59574468,56991.67021,32200,32700,32700,10.39513036,35632,0.4286,,
21078,0.7643,891,0.5317,0.677,12500,27.05516155,37808.63121,35200,37400,42100,10.64780302,9874,0.25,,
21366,0.6356,1097,0.9605,0.8182,23573.5,22.32496075,69454.3956,36300,35000,43000,10.66895539,34237,0.6354,,
21415,0.6547,1078,0.7974,0.8071,27000,21.22424587,80811.96471,30700,35600,39800,10.59162219,49179,0.683,,
21567,0.4172,970,0.4286,0.7468,23543,24.81203008,46330.34587,28400,28300,33100,10.40728856,26241,0.3226,,
21596,0.4257,1062,1,0.8333,17900,25.96862745,42029.73726,27800,30700,36600,10.50780352,15748,0.3684,,
21691,0.5859,928,0.3684,0.871,21504,25.78313253,36041.42169,22900,30400,31300,10.35137338,21593,0.4211,,
22345,1,977,0.6923,0.66,19000,22.89655172,37977.27586,24900,32300,29900,10.30561376,23036,0.5319,,
22704,0.9615,970,1,0.6429,28778,31.15384615,40466.55385,29800,34000,35600,10.48010092,19127,0.1935,,
22706,0.7482,930,0.1875,0.6279,21500,22.35782748,53337.01597,29200,29800,32000,10.37349118,24492,0.5111,,
23172,0.7146,1061,0.6429,0.7204,16000,22.41123596,52353.06742,29400,34300,35400,10.4744671,23879,0.4843,,
23580,0.7921,1243,0.9787,0.869,15750,19.68292683,91040.5122,29200,33000,45700,10.72985358,35056,0.7955,,
25762,0.7031,923,0.2068,0.6214,13325,33.06531882,29630.16952,39300,44100,44000,10.69194491,29971,0.2538,,
30113,0.6251,966,0.4852,0.823,18186,22.76427792,49565.59094,38100,44400,49100,10.80161431,20386,0.4791,,
30719,0.5421,1030,0.6531,0.7683,19500,25.88994307,71444.82543,50100,52000,56900,10.94905062,25491,0.5595,,
30888,0.3498,971,0.3725,0.6444,31000,21.84302326,42480.98256,25800,32800,38700,10.56359488,33979,0.3704,,
30913,0.8514,1067,0.9425,0.7677,25000,29.08344828,47561.99448,33500,40000,45700,10.72985358,26825,0.5116,,
31019,0.4847,863,1,0.4717,11204,23.97328244,34900.68321,22300,29700,30400,10.32219789,16752,0.3889,,
31155,0.9762,884,0.988,0.7143,19319,28.37344029,47694.61319,50600,53200,54600,10.90778916,21358,0.3953,,
32553,0.6579,1024,0.6817,0.7663,17573,21.73148929,54779.52994,35400,41400,45200,10.71885237,18097,0.4416,,
32603,0.444,976,0.457,0.8122,17029,23.79162762,47468.00844,33400,38800,45300,10.72106231,18479,0.3828,,
34403,0.463,1125,0.9873,0.7424,31237,27.05082592,39168.66074,47600,51100,53100,10.87993221,19745,0.3878,,
37243,0.6635,1225,0.5104,0.7563,27000,21.71702638,76956.35012,60400,64800,85700,11.3586081,37848,0.5422,,
39803,0.6443,954,0.4741,0.7814,15000,23.54675119,45953.542,34800,44400,46100,10.73856823,22570,0.5156,,
