UNITID,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,SAT_AVG_ALL,TUITFTE,GRAD_DEBT_MDN,FAMINC,MEAN_EARN_6,MEAN_EARN_8,MEAN_EARN_10
161165,Private,16097,16097,951,12740,25875,62491.39174,39900,38300,42500
161217,Public,7448,16688,,5460,22544,31888.53746,26000,27400,30600
161226,Public,9217,18305,,6403,27000,56229.99905,27700,32000,37500
161235,Public,7575,10875,899,5616,18130.5,46740.79549,36000,36700,37700
161244,Public,7490,19370,,4488,21933,38740.5989,25400,28000,29400
161253,Public,10606,28486,1078,9569,26000,71530.38807,37400,42500,48300
161299,Public,12400,24040,1024,16862,27000,81409.09495,82000,88000,107200
161341,Public,7300,10600,,4491,21519.5,44580.24861,27600,29900,35300
161457,Private,34080,34080,1073,20791,27000,92378.20165,41200,46700,51000
161509,Private,31670,31670,,18009,27000,69374.36957,24000,25100,32800
161518,Private,31920,31920,965,9806,27000,72937.37055,42500,48600,47000
161554,Public,7796,18508,998,8764,22359,52279.43727,35600,40300,44400
161563,Private,23460,23460,,10375,25000,57148.77985,31700,37600,43400
161572,Private,25820,25820,,14860,27000,67959.51122,27800,33100,37400
161873,Public,8018,18396,920,10024,18750,41677.97819,45100,60700,63400
162007,Public,7299,17875,867,5394,22923.5,51657.47075,34200,41400,48700
162061,Private,22896,22896,1075,22353,23000,55104.35196,53000,54400,68100
162210,Private,21395,21395,854,10184,28070,44553.90083,46700,44900,46300
162283,Public,6624,11885,880,1680,19500,33003.42017,31700,38200,41800
162584,Public,7982,19274,967,5333,22160,68570.74822,33800,41500,47200
162654,Private,40558,40558,,17814,25421,91883.67314,31800,39300,55100
162760,Private,34120,34120,,13938,27000,83056.27214,37500,41900,49400
162928,Private,47060,47060,1439,23199,16250,92645.69434,68000,78400,89300
163046,Private,44090,44090,,24968,27000,125783.4565,52000,64000,78300
163204,Public,6744,12336,,10859,17535,37120.56164,47700,51200,55900
163259,Public,,,,15656,15000,61879.73263,79900,95700,114200
163268,Public,10384,22682,1213,8750,21238.5,68999.09182,42900,51800,59600
163286,Public,9427,29720,1315,11089,19500,91252.42852,50100,59500,70800
163295,Private,42390,42390,1165,27067,27000,96854.76633,30200,37300,41200
163338,Public,7287,16311,842,4016,27000,47238.45439,29100,36400,40400
163453,Public,7378,16862,874,5872,31000,47437.90321,30300,35700,42600
163462,Private,36021,36021,1048,16339,25500,107972.4215,42000,51600,56600
163532,Private,10300,10300,,6510,PrivacySuppressed,27673.30357,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
163578,Private,33010,33010,1048,15870,27000,54244.30631,47200,47600,56400
163851,Public,8560,16906,,6252,19764,87139.65141,40000,46800,54200
163912,Public,13824,28674,1188,12403,20962.5,98426.45212,38600,44200,55200
163921,Private,9830,9830,,14648,32500,21826.83333,33300,34300,35300
163976,Private,47726,47726,1323,22377,27000,112900.8973,31600,39500,42000
164076,Public,8590,20268,1082,6531,17750,78818.99473,41900,49000,55100
164173,Private,28980,28980,990,14586,25500,74934.99892,43800,49000,54600
164216,Private,42592,42592,,20737,27000,111846.4729,40700,47700,56500
164270,Private,38350,38350,1094,14652,27000,86249.2798,36400,46500,54000
164447,Private,30940,30940,887,13220,27000,55486.54217,41700,45600,50000
164465,Private,48526,48526,1439,23728,11706,81676.43612,61600,64800,83300
164492,Private,34060,34060,,15425,25250,76338.59821,38000,43100,48100
164562,Private,36160,36160,,13538,27000,98660.73625,47100,52100,61300
164580,Private,45120,45120,1272,33960,27000,107923.9071,77000,95800,113300
164614,Private,14836,14836,875,15854,26750.5,51208.08163,PrivacySuppressed,28300,37500
164632,Private,30859,30859,951,13659,20250,46870.00493,37000,40800,44800
164720,Private,32870,32870,1015,18707,25955,65449.77556,38100,42500,49400
164739,Private,42511,42511,1247,26044,26994.5,123509.4576,67000,79200,95400
164748,Private,38910,38910,,30778,26724.5,92433.03701,25700,33700,38300
164872,Private,19706,19706,,18787,46560,62673.71569,40200,41400,50900
164924,Private,47436,47436,1380,29527,19000,128997.9116,64900,82200,92500
164933,Private,42326,42326,,51665,27000,122466.8101,27000,31200,36100
164988,Private,46664,46664,1300,28408,26685.5,101283.3784,52800,63400,75900
165015,Private,47558,47558,1369,20256,27000,95700.11535,47000,57700,69000
165024,Public,8353,14493,991,7655,24000,69136.88336,37500,42200,47900
165167,Private,13608,13608,,10711,20000,29579.03297,36400,38900,40000
165334,Private,40730,40730,,16719,27000,88399.03456,38300,44600,54700
165529,Private,35725,35725,948,20717,25960,82667.52896,44800,48100,51100
165644,Private,29012,29012,918,13130,24250,55355.06917,39100,41700,46100
165662,Private,37350,37350,1244,25406,23791.5,117187.6877,38700,46100,51200
165671,Private,35532,35532,1093,17131,27000,98742.1188,39500,50500,54400
165699,Private,29494,29494,,14246,27000,110221.0916,45100,53400,56200
165820,Public,9260,15340,1004,6214,22433.5,67173.2532,37700,43200,47400
165866,Public,8320,14400,1011,5875,23924.5,73318.81316,38100,44400,49000
165936,Private,34390,34390,1161,18066,27000,98538.43296,36300,44400,47700
166018,Private,48065,48065,,25111,21500,81243.75124,24900,32700,39900
166027,Private,43938,43938,1501,30239,6500,64563.81046,91300,123700,139100
166045,Private,,,,30294,PrivacySuppressed,,,,
166054,Private,22339,22339,,14918,12390,72643,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
166124,Private,45692,45692,,26127,27000,133708.0734,55500,65800,88600
166391,Private,31000,31000,974,17628,27000,83796.88466,36400,41600,45700
166452,Private,24375,24375,1086,18064,25000,78387.46514,33400,36800,40500
166513,Public,12447,27400,1145,11698,24865.5,71575.77894,45700,52200,57200
166629,Public,13443,28998,1217,12076,24250,90201.44393,44200,51600,57700
166638,Public,11966,28390,1050,12413,21684,46260.71186,42600,48600,53700
166656,Private,30400,30400,1074,28155,27000,77301.03642,82200,97800,106500
166674,Public,11225,29925,1077,11821,26000,77279.6738,31200,36900,40700
166683,Private,45016,45016,1500,28992,14539,90578.61344,99600,130700,153600
166692,Public,7250,22304,1105,8830,27000,111803.7922,75200,84600,96000
166850,Private,36215,36215,,17808,26811.5,102469.0331,47000,57200,62200
166869,Private,,,,19670,25000,60784.10561,69200,77600,PrivacySuppressed
166911,Private,28700,28700,,18263,27000,75649.03863,25000,28300,28800
166939,Private,42656,42656,,18878,21250,85074.41203,36800,42000,53900
166948,Private,30447,30447,886,16767,27000,66830.46607,34100,39600,43600
166984,Private,40348,40348,,24737,26000,78834.90345,26100,33500,36200
167057,Private,41405,41405,,30965,27000,104296.3774,34000,37700,41200
167093,Private,,,,37015,PrivacySuppressed,,PrivacySuppressed,90100,95600
167251,Private,29930,29930,,15985,27000,48612.02746,32600,37500,41200
167260,Private,32370,32370,,15101,27000,85150.49757,40300,46900,53500
167288,Public,8975,17920,977,5499,25000,57570.41733,30100,34800,38300
167358,Private,43440,43440,1420,29609,28375,104741.8337,57800,65800,74200
167394,Private,31188,31188,946,12028,26000,53392.12236,45500,48800,49600
167455,Private,26180,26180,780,13673,32122,32183.04926,29100,34600,36500
167598,Private,35750,35750,,17530,27000,72945.20062,40500,53500,56800
167677,Private,21650,21650,,9742,PrivacySuppressed,,,,
167729,Public,8646,14786,984,7002,24250,61810.29239,39300,43200,47100
167783,Private,36230,36230,1170,18581,26000,82830.28668,49700,52400,58400
167835,Private,44724,44724,,21901,19000,90879.47059,37400,43500,51100
167899,Private,33455,33455,1025,16867,24166,64881.03851,40700,45600,48500
167987,Public,11681,24619,1025,9174,25586.5,64022.99419,41100,47200,51500
167996,Private,37426,37426,,21222,27000,110659.9028,50800,58600,66800
168005,Private,32660,32660,1049,24887,27000,73664.20564,43700,51000,59900
168148,Private,48643,48643,1423,29681,17750,107879.048,56600,84800,103300
168218,Private,45078,45078,1390,19090,9325,91092.50316,48600,59700,71800
168227,Private,30765,30765,1116,16132,27000,89609.08197,54200,60000,67300
168254,Private,33466,33466,1077,19220,27000,90534.81325,46800,52100,61300
168263,Public,8682,14762,997,7161,23000,77842.10949,37500,43800,48900
168281,Private,46423,46423,,23672,25713,98831.35726,38300,46700,55500
168290,Private,32830,32830,963,18206,27000,77732.31102,32600,37300,37400
168342,Private,48310,48310,1452,28118,13173,102269.8323,51400,60000,89800
168421,Private,44222,44222,,32881,27000,119271.9046,66300,75100,84600
168430,Public,8557,14637,997,6197,19478.5,68234.52606,41000,46800,52400
168528,Private,32660,32660,1009,14193,27000,74988.36771,34000,42100,42800
168546,Private,37485,37485,1125,16808,27000,87176.68096,37600,47000,55700
168591,Private,34220,34220,1101,15295,27000,83605.1856,36500,41800,46500
168740,Private,26256,26256,1081,15627,27250,65073.27558,35200,40600,47800
168786,Private,27906,27906,1090,11627,24751,72957.21046,32000,36800,42400
169080,Private,29635,29635,1182,16813,27000,94000.57072,38900,45300,48700
169248,Public,11550,23670,1050,9613,27000,70742.11004,37600,42400,46200
169327,Private,19200,19200,990,14055,24917,65031.44649,46700,52000,59500
169442,Private,37092,37092,1010,23602,27000,74930.1869,37100,42500,50700
169479,Private,15072,15072,,16437,26750,41648.32916,35100,34000,35400
169716,Private,37320,37320,1110,22915,25000,59604.75033,47000,50000,53700
169798,Public,9663,25706,1028,9345,25439.5,52759.07965,35300,40100,43900
169910,Public,10677,16467,1010,9806,23926.5,54159.73274,40300,46100,49600
169983,Private,36980,36980,1223,20979,26792,85572.10992,66100,75700,78500
170037,Private,25112,25112,1051,11233,23034.5,58780.26312,37500,37500,40800
170082,Public,10752,15408,1089,10238,25000,74419.22258,37700,42800,47200
170091,Private,14890,14890,,6150,28375,39996.5935,20700,26600,30000
170301,Private,29560,29560,1185,18046,27000,96345.67009,39200,43500,50700
170532,Private,41161,41161,1239,17397,27000,102576.6654,39600,48100,54400
170639,Public,10253,15317,1028,7082,24250,55043.86316,33000,36900,42000
170675,Private,30200,30200,1127,19554,27000,67191.10165,48100,54200,60500
170806,Private,17390,17390,1049,11977,25000,46282.40345,40700,43600,44400
170842,Private,20336,20336,800,10173,35500,21485.68853,25800,30200,31600
170967,Private,20486,20486,972,11453,23478,51258.40529,35200,37200,39000
170976,Public,13486,41906,1380,21520,20886,100838.9004,55900,68200,79000
171100,Public,13200,34965,1158,16352,25215,88284.54264,45200,52700,63200
171128,Public,14040,29520,1244,12860,27000,81824.22511,54000,58400,66800
171137,Public,10952,23150,1105,11540,25449,45670.48684,41800,46900,56200
171146,Public,9694,18922,993,10169,26974,44641.31835,36800,42300,44500
171456,Public,9324,14556,1010,7554,21501,61305.58687,32000,35900,39800
171492,Private,23132,23132,981,11879,22000,58944.09055,45700,50600,54900
171571,Public,10613,23873,1070,9761,25000,61307.68081,39700,45400,48100
171599,Private,23800,23800,917,12774,27000,61445.73622,31000,37700,42200
171881,Private,19084,19084,1030,13482,23875,63596,27000,28200,35200
172051,Public,8691,20409,1030,7974,27000,59751.06825,35400,39800,42700
172264,Private,22740,22740,1025,9436,PrivacySuppressed,53916.74646,43100,43800,45300
172334,Private,24350,24350,1035,10068,24500,57780.74873,38800,41400,45000
172440,Private,21480,21480,910,14679,27500,54103.57267,29300,34600,38700
172608,Private,,,,14744,15000,44421.59582,51700,57500,62700
172644,Public,11449,24472,1070,9959,20138.5,42934.32117,37900,44300,52300
172699,Public,10685,24917,1030,11364,26188,67224.03843,35300,42400,50500
173045,Private,34431,34431,1074,16467,27000,63336.96994,41500,50100,53200
173124,Public,8134,8134,1010,4969,21000,65115.38954,37000,40400,44000
173142,Private,24450,24450,1070,11800,25000,76891.15064,31100,40100,37600
173160,Private,32990,32990,1146,15840,24037.5,94493.01162,46100,49600,52600
173258,Private,47736,47736,1408,29707,17500,106643.3326,43400,52500,67900
173300,Private,34114,34114,1166,16727,27000,93428.27071,39700,47600,49000
173328,Private,20250,20250,,10502,22000,53175.66304,46000,52100,57100
173452,Private,12920,12920,1125,12059,22700,65415.13731,29300,36700,37400
173647,Private,40400,40400,,19361,27000,96170.20808,43400,48400,58900
173665,Private,36270,36270,1101,15603,25188,68985.13438,42800,49500,55500
173902,Private,47195,47195,1354,22572,23499,100985.388,36900,44100,55800
173920,Public,7574,15053,1010,5683,22500,73781.66909,38800,44200,48400
174020,Public,6642,13227,,4823,17182,36083.569,44600,48600,51700
174066,Public,13560,20810,1268,11369,20500,85639.53969,46000,54400,61200
174075,Public,11468,11468,1006,6048,19500,57581.22502,42500,43000,49100
174127,Private,34146,34146,1088,20327,26875,68533.68254,32700,36700,43200
174206,Private,15580,15580,,9753,27000,47976.02941,27300,29200,34000
174233,Public,12802,16467,1110,8339,25000,87271.20915,40900,49100,56300
174251,Public,12583,12583,1148,5263,19224,69622.72619,34900,39000,44400
174358,Public,7816,14714,1049,5398,21700,67825.34233,36300,40300,44900
174437,Private,20776,20776,1062,13873,26000,64958.35126,29700,34100,35800
174491,Private,28726,28726,1110,14599,21500,75307.25139,35200,40100,43400
174507,Private,11636,11636,,16988,7600,29382.76582,41100,45500,49700
174525,Private,15759,15759,964,20775,20500,43448.9899,23900,26800,31700
174747,Private,39402,39402,1179,19671,27000,105249.8292,42300,48300,57000
174783,Public,7553,15195,1010,5055,22750,63177.64344,38000,43400,48600
174792,Private,38704,38704,1155,19386,27000,113344.134,49600,56300,67100
174817,Private,30315,30315,1067,10752,22500,70499.10059,42600,44700,50400
174844,Private,41700,41700,1292,22964,27000,101322.0832,41500,47600,57300
174862,Private,23180,23180,1016,11759,25500,48746,33400,34300,40100
174899,Private,32842,32842,1106,13989,21118.5,67091.48557,48600,52600,56000
174914,Private,36682,36682,949,19304,26651,113521.7414,48600,56900,62900
175005,Private,36420,36420,1032,16543,28000,60469.00719,44300,48400,51100
175078,Public,8074,8074,990,3858,22375,61658.80952,34900,37200,41400
175272,Public,8750,14250,1050,5690,23478,79534.0911,40000,43100,48600
175342,Public,6200,6200,872,4263,26870,24803.32083,26900,31900,35000
175421,Private,20780,20780,,8508,28336.5,38577.15018,34900,39000,42900
175430,Private,10534,10534,1030,5542,PrivacySuppressed,42965.33824,29000,31000,29200
175616,Public,6562,6562,968,4487,18750,40772.79435,32400,34400,37600
175856,Public,6602,16174,911,5499,28037,26719.33733,27800,31200,33700
175980,Private,33982,33982,1178,12365,27000,93332.80064,39400,47400,54500
176017,Public,7096,19144,1098,9498,19500,75222.71504,41300,50500,56600
176035,Public,5640,15360,988,4627,14260,41030.18187,33100,33100,38900
176044,Public,5916,5916,825,2497,27776,21951.82723,22500,25600,27200
176053,Private,15458,15458,1120,11473,25404,60748.39812,34500,41000,44900
176080,Public,7140,18478,1126,7092,23209,61773.9927,37100,43200,47400
176318,Private,9286,9286,760,8418,25809,20889.14136,20900,23200,26600
176372,Public,6980,15550,1029,6285,24250,44029.56329,33500,38200,42700
176406,Private,10218,10218,864,7711,32091.5,24832.85958,25300,29500,32400
176479,Private,11400,11400,1080,12022,20000,38089.11367,34000,35400,40500
176628,Private,25700,25700,1038,12703,26000,57491.85681,39900,41300,49700
176664,Private,9050,9050,,6589,20662.5,48781.92228,23900,29400,33300
176770,Private,10150,10150,,12661,21134,46289.08333,41100,43500,42700
176789,Private,10600,10600,1014,8805,18500,38165.33333,30900,37800,39200
176910,Private,11700,11700,,4733,16500,40534.26866,25000,28100,30600
176947,Private,21830,21830,1050,17159,16500,48596.27641,35000,37300,39500
176965,Public,7265,13659,1010,6960,22500,57976.18513,35100,38800,42600
177038,Private,9120,9120,1050,19290,8875,37848.57778,41700,38900,53600
177065,Private,7465,7465,,7006,20775,29807.13082,36300,40000,43000
177083,Private,19530,19530,1105,18073,PrivacySuppressed,56591.4359,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
177144,Private,24050,24050,986,9545,24250,60553.72,33700,35300,40100
177214,Private,23885,23885,1185,10051,23250,38208.39443,30400,32600,36200
177339,Private,20796,20796,1055,11355,22124,58402.35863,32800,36400,40900
177418,Private,22770,22770,1052,15390,26922,66319.89246,36200,42300,46300
177542,Private,19530,19530,,9457,19000,53601.02142,31600,32600,38200
177551,Public,5210,9853,,3212,24992,21729.26131,23800,24900,30900
177719,Private,,,,17767,19062,65546.52589,56600,59700,59500
177746,Private,35118,35118,1086,18976,27000,66175.91545,26300,29600,33200
177816,Private,18737,18737,,11699,PrivacySuppressed,PrivacySuppressed,,,
177940,Public,6988,13378,,2941,25500,35677.32749,27000,30300,34600
177968,Private,15580,15580,1038,12137,25669,63622.33911,37900,43600,47000
177986,Private,,,,22365,8050,38074.92035,40900,45800,55400
178059,Private,25884,25884,1137,12443,23548.5,71137.86,44100,50400,51100
178208,Private,5760,5760,970,4131,16500,43193.10494,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
178244,Private,22760,22760,984,9724,20265,56694.02857,31500,36800,39200
178341,Public,5416,10450,990,3288,20706,41328.94814,31300,34200,38100
178369,Private,18400,18400,,6386,26562.5,53719.63403,29700,33300,38100
178387,Public,6790,12420,,5591,22029,45424.28335,31300,34400,38200
178396,Public,9433,24460,1166,10477,21500,92235.44372,42700,49600,56600
178402,Public,7774,18222,1129,11058,20275,55014.63007,44400,50000,57200
178411,Public,8961,23771,1283,11141,25000,75895.7114,57200,65400,72400
178420,Public,8844,23142,1105,8628,20500,47146.72158,38700,44400,49200
178615,Public,7374,13438,1226,5083,21979,81692.7883,36000,45600,50500
178624,Public,6525,11526,1051,6306,25000,64973.10902,34000,37700,43700
178679,Private,11360,11360,,8232,17414,60424.62042,27000,31500,33900
178697,Private,18530,18530,1074,384,PrivacySuppressed,37520.03333,28800,33100,35300
178721,Private,11170,11170,,8278,19641,37357.33431,42200,47800,50800
179043,Private,32865,32865,1164,14625,19500,94625.48415,44100,51300,57300
179159,Private,37966,37966,1239,19691,25375,98318.16626,47000,54300,64900
179256,Private,9145,9145,990,7710,25460,35425.38235,27600,35800,32300
179326,Private,20840,20840,1070,8983,21087.5,48114.10048,31000,37600,37400
179450,Private,,,,11505,24390,59692.89619,52500,59700,61000
179548,Private,28510,28510,1064,12161,27000,61961.32237,33600,35700,41000
179557,Public,7058,12450,1050,7457,21500,56650.95724,31800,35300,41400
179566,Public,7008,13668,1090,6458,21640,59064.51319,34300,40700,44500
179867,Private,46467,46467,1478,24889,20172,123314.4078,63400,78500,87900
179894,Private,24600,24600,1105,15482,24429,59745.21996,38200,45000,47900
179946,Private,22560,22560,1114,8592,27000,66991.09456,37100,41500,49800
179955,Private,31620,31620,1141,9798,26500,82198.5488,43600,45400,51300
179964,Private,21260,21260,1042,10315,22000,65322.2329,33100,37100,40300
180106,Private,29280,29280,1133,15060,27000,90525.6241,40900,47900,49200
180179,Public,5780,17466,,5594,16375,46093.58875,34300,37300,38700
180258,Private,21556,21556,,9624,23500,56850.67304,30500,34700,38600
180416,Public,6494,19147,1125,6764,20000,50618.23921,48100,51400,52100
180461,Public,6800,21391,1128,9467,24000,69615.70746,38000,43300,48900
180489,Public,6099,22372,1075,7723,23000,54407.77494,33900,38700,43300
180522,Public,5480,17312,917,5355,15500,43312.82476,37100,40500,40400
180595,Private,24530,24530,1031,11764,25466.5,69647.71687,34500,43000,47100
180692,Public,4761,15490,,5415,20775,52767.98408,29300,33700,36700
180814,Private,6450,6450,,10366,17109,45703.74403,52200,56300,60500
180832,Private,13352,13352,990,12243,25323,59287.97452,48800,49400,52900
180878,Private,13592,13592,1050,14866,24280.5,67123.28114,47200,50700,53500
180948,Public,5668,5698,,3561,17990.5,52974.4399,35700,39000,43000
180984,Private,25950,25950,1067,10123,25500,72707.44631,36700,41300,44100
181002,Private,35360,35360,1200,22571,25000,107155.7995,50900,57600,70100
181020,Private,27200,27200,1060,12179,21500,59545.80993,38300,43500,48200
181093,Private,19290,19290,1064,7503,17625,62427.86131,29200,36100,34800
181127,Private,26280,26280,1079,9191,27000,76324.75076,37100,41800,47500
181215,Public,6586,12744,1049,4655,20447,61266.00851,36300,40600,45800
181297,Private,13614,13614,1090,13433,24104,61778.71107,47600,50800,50600
181330,Private,28150,28150,1010,12341,25250,70765.93326,39400,41300,44400
181376,Private,13200,13200,,9201,27000,62879.43158,28400,32000,32500
181394,Public,6750,18070,1050,6140,19309,58819.36936,38600,44000,49300
181428,Public,,,,13636,17054,67238.22061,69600,86600,108500
181446,Private,28500,28500,1124,12272,27000,72903.02104,40200,46000,52500
181464,Public,8170,22090,1146,8944,21500,82170.18041,39900,45500,52700
181534,Public,6272,6272,,3357,20665,49554.6501,33800,37100,39600
181604,Private,27984,27984,,14557,26000,61961.82816,41400,41500,43000
181738,Private,21080,21080,1030,15410,27000,69179.02792,36200,43800,47700
181783,Public,5604,9804,,3847,20000,61457.58908,33700,38200,40300
181853,Private,16080,16080,970,10520,26770,52845.26692,29400,29100,39000
182281,Public,6710,20620,1000,6961,18250,46282.52599,39300,45700,49600
182290,Public,6610,20520,1081,7750,17500,64069.45551,41600,48600,56300
182458,Private,29159,29159,1010,14162,23000,69314.8718,29000,38500,46600
182634,Private,38040,38040,,10446,27000,81884.29819,35700,43700,47700
182670,Private,48108,48108,1444,29358,12547.5,95737.4116,74600,94000,110200
182795,Private,31782,31782,949,15535,27000,93025.78433,37500,41500,45000
182980,Private,33900,33900,,9461,26000,38952.15576,31700,36500,44700
183026,Private,29604,29604,,10367,19000,37537.89855,43300,47100,50200
183044,Public,16552,29532,1102,12491,27000,98929.79165,44900,50800,57700
183062,Public,12864,20784,965,11433,26000,93301.77505,36100,41100,45800
183071,Public,13768,26748,1102,10849,27000,98929.79165,44900,50800,57700
183080,Public,12677,20587,,11024,27000,85255.68574,35100,41100,45600
183211,Private,28900,28900,962,12987,25221,70485.90981,44500,46700,49400
183239,Private,36546,36546,,16856,27000,123852.5512,49900,56300,63200
183257,Public,7065,7785,,5300,15227,41552.32907,36400,39800,39300
183275,Private,20400,20400,,9399,26275,67557.13208,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
183804,Private,,,,2564,5500,18075.17907,26800,39100,43700
183822,Private,26750,26750,810,18013,30500,36554.45994,32700,38700,42700
183910,Private,30050,30050,950,16560,26000,59858.79255,36100,42600,48700
183974,Private,30942,30942,926,15555,25000,71148.33931,41700,47300,49700
184348,Private,45364,45364,1118,17541,27000,89243.84114,36200,46900,58500
184603,Private,35880,35880,993,18071,26000,62022.47672,42300,48800,54400
184612,Private,30605,30605,870,18931,25000,52230.21127,47800,50500,52800
184694,Private,38236,38236,993,26923,26000,62022.47672,42300,48800,54400
184773,Private,30998,30998,945,18141,25520.5,67853.02799,35700,40000,43600
184782,Public,12616,20570,1103,11552,20500,81541.08632,39800,49000,55400
185129,Public,10852,19424,890,8077,17000,35225.28616,37200,41200,46000
185262,Public,11244,17653,907,8533,24250,51604.94083,38000,43400,48400
185572,Private,32310,32310,1055,20580,26187,97481.1568,42600,49400,55900
185590,Public,11540,20254,975,9022,22500,66322.59882,38200,45800,52400
185828,Public,15648,29288,1168,10459,21000,56780.08079,54800,61000,70300
186131,Private,41820,41820,1491,13255,7500,67396.58744,73600,92400,116300
186186,Private,10700,10700,,10330,PrivacySuppressed,34128.44186,29300,36200,37500
186201,Public,13388,22038,1082,9576,21635.5,85420.89677,43100,49700,56300
186283,Private,36830,36830,1026,20981,26000,86196.55482,42200,47000,54100
186371,Public,13683,27978,1181,12573,21500,66131.48064,48200,58000,68100
186380,Public,13813,28591,1181,13386,21500,66131.48064,48200,58000,68100
186399,Public,13297,28075,1181,12686,21500,66131.48064,48200,58000,68100
186432,Private,33232,33232,899,16376,24698.5,42775.48194,38200,43800,50900
186584,Private,36926,36926,1133,22657,24838,83206.65185,48200,58300,63700
186618,Private,31095,31095,843,18832,22500,48764.53626,39600,44100,49200
186867,Private,45366,45366,1346,27192,27000,114971.2607,67900,76400,91900
186876,Public,12568,19089,1078,6882,20718,72162.9079,37300,42400,50700
186900,Private,11500,11500,,7931,PrivacySuppressed,31084.73585,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
187046,Public,5871,8647,,9801,9375,41830.40373,50900,53800,57300
187134,Public,15024,25637,1213,11918,23250,107996.0075,49000,57000,64900
187444,Public,12244,19920,980,10018,25000,58797.6589,37300,42600,49100
187648,Public,4858,10633,935,3385,14750,35269.05287,29200,32600,34800
187745,Public,3800,3800,,4050,PrivacySuppressed,15302.57447,17800,22800,18000
187897,Public,4500,7104,,4028,11500,33190.3909,29600,33000,37800
187967,Public,6256,18184,1193,5233,15698,53299.23156,49000,59900,58500
187985,Public,6846,20664,1060,5411,18725,38068.27119,32600,39000,43900
188030,Public,5950,19112,984,4051,17250,32537.24656,29700,34800,40300
188182,Private,14616,14616,,10750,23500,47876.44172,34500,39100,41000
188304,Public,5346,13184,,3374,16697,30880.15287,29400,31600,35800
188429,Private,32340,32340,1092,21769,25000,77491.2171,49400,56200,63000
188526,Private,30131,30131,1165,24725,26144,83832.49581,94500,112200,114200
188641,Private,26026,26026,1064,8986,27000,73684.70565,34900,42400,47300
189088,Private,48240,48240,,15516,25497.5,81829.25341,31000,39000,43700
189097,Private,46040,46040,1343,29924,16725,100383.8026,52800,63800,69700
189264,Private,7600,7600,,4953,PrivacySuppressed,28121.11111,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
189273,Private,8100,8100,,13005,PrivacySuppressed,11062.8125,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
189705,Private,34000,34000,1085,15780,24551.5,77997.5876,37900,44700,51100
189848,Private,30560,30560,,10108,25500,62116.73829,30700,35000,38800
189857,Private,6700,6700,,5755,PrivacySuppressed,37244.7,29800,34700,37100
190044,Private,42530,42530,1195,14504,27000,95333.28562,56400,64600,74200
190099,Private,48175,48175,1369,30401,16114.5,116886.2579,54300,64100,81100
190114,Private,17800,17800,,16545,29750,19506.77952,33900,37300,40100
190150,Private,51008,51008,1470,33371,22500,63761.69937,77900,95500,115600
190248,Private,28775,28775,872,16985,25000,49246.12548,41300,44000,53100
190372,Private,41400,41400,1388,2876,17500,67548.54321,49800,56100,68600
190415,Private,47286,47286,1422,25066,11660,87854.76332,76300,86300,101200
190512,Public,6561,13371,1235,6620,11000,28030.56378,47500,55000,63600
190549,Public,6536,13346,1085,4474,9500,26666.15324,36900,43400,48800
190558,Public,6458,13268,1005,3868,13550,34181.47199,33900,41700,47500
190567,Public,6389,13199,1130,4649,11188,27114.08286,36800,44800,50900
190576,Public,6460,13270,,6593,9318,28782.10058,52400,54200,61600
190594,Public,6429,13239,1160,5909,9701,31394.42095,39300,45600,51800
190600,Public,6359,13169,970,4113,10000,28283.69019,33800,40800,50000
190637,Public,6408,13218,995,5599,9219,23015.24098,36700,43100,47500
190646,Public,6332,13142,,2419,8000,22872.07671,30000,35000,39400
190655,Public,6369,13179,,2839,9778,23813.00924,32900,39500,44700
190664,Public,6507,13317,1090,4826,10372.5,30265.36109,37200,45400,52900
190691,Public,6396,13206,900,3421,9275,24456.47245,33600,39700,45300
190716,Private,23562,23562,1035,17976,25000,60524.90358,50600,49600,51700
190725,Private,24990,24990,,12993,19484,63930.00145,46400,46400,48200
190752,Private,10500,10500,,34733,PrivacySuppressed,32889.76923,,,
190761,Private,25702,25702,872,17734,27000,63431.26019,44200,50000,52500
190770,Private,29100,29100,,18761,25250,61881.49003,36400,42800,47900
190983,Private,38150,38150,1073,14188,27000,78673.38061,36800,44600,48500
191241,Private,45623,45623,1254,26498,25000,120474.6474,53600,60200,67000
191515,Private,47820,47820,1393,30824,15246.5,105814.4828,55300,59800,74300
191533,Private,40070,40070,,20529,27000,82396.0374,38300,45400,49500
191621,Private,19940,19940,,14015,25536,57831.02027,33300,38200,47700
191630,Private,47908,47908,,24777,27000,132909.8003,46500,54900,62700
191649,Private,38900,38900,1147,26052,23250,89862.51785,42800,51100,59900
191676,Private,28556,28556,1121,14302,25500,63804.05396,33300,38500,42400
191931,Private,34030,34030,1022,20138,25000,91424.8949,45900,52900,60900
